emp_no,first_name,last_name,from_date,to_date,title
289807,Soenke,Lemarechal,2000-09-03,9999-01-01,Senior Staff
289909,Hilari,Vecchio,1998-04-24,9999-01-01,Senior Staff
290009,Zijian,Rindone,1997-07-09,9999-01-01,Senior Staff
290010,Fox,Lodder,1988-02-17,1994-01-29,Staff
290075,Boalin,Byoun,1996-09-30,9999-01-01,Senior Staff
290284,Kwangjo,Menhardt,1996-01-11,9999-01-01,Engineer
290441,Gregory,Collavizza,1993-09-08,9999-01-01,Senior Staff
290467,Shaowen,Poulakidas,1992-04-14,9999-01-01,Senior Staff
290478,Tsvetan,Sherertz,1998-08-07,9999-01-01,Engineer
290563,Shigehiro,Oxenboll,1986-02-26,9999-01-01,Senior Engineer
290769,Lalit,Blokdijk,1999-02-01,9999-01-01,Senior Engineer
291349,Constantijn,Rusterholz,1998-08-28,1998-11-13,Staff
291352,Danai,Trelles,1992-04-17,9999-01-01,Technique Leader
291368,Gita,Rodier,1990-08-24,1994-04-27,Staff
291612,Siamak,Gomatam,1998-07-08,9999-01-01,Engineer
291669,Faiza,Bach,1999-09-13,9999-01-01,Engineer
291755,Ebru,Doering,1994-08-27,2001-04-06,Assistant Engineer
291819,Uriel,Georg,1999-06-08,1999-06-22,Senior Staff
292110,Menkae,Showalter,2001-08-09,9999-01-01,Senior Engineer
292146,Khatoun,Pulkowski,1998-01-11,9999-01-01,Engineer
292210,Masaru,Huhdanpaa,2001-11-23,9999-01-01,Senior Engineer
292374,Shridhar,Chvatal,1989-10-02,1995-08-27,Staff
292404,Hongzue,Zultner,1990-02-22,9999-01-01,Senior Staff
292504,Georgi,Bednarek,2002-03-02,9999-01-01,Senior Engineer
292515,Bernd,Thummel,1998-08-03,9999-01-01,Engineer
292828,Ziya,Tokunaga,1995-01-08,9999-01-01,Senior Engineer
292901,Shuky,Journel,1993-02-14,1995-04-27,Senior Engineer
293080,Hideyuki,Slaats,1987-05-30,9999-01-01,Senior Staff
293154,Syozo,Maliniak,1992-11-09,9999-01-01,Senior Staff
293280,Moti,Steenbeek,1993-01-21,9999-01-01,Senior Engineer
293329,Fumiya,Griswold,1994-06-12,9999-01-01,Senior Engineer
293746,Sanjay,Litecky,2000-08-26,9999-01-01,Senior Engineer
293752,Jungsoon,Bail,1994-02-18,9999-01-01,Senior Staff
294144,Takanari,Ermel,1999-01-11,9999-01-01,Senior Staff
294241,Marl,Fiebach,2000-07-25,9999-01-01,Senior Staff
294446,Claudi,Ruemmler,1999-08-13,9999-01-01,Staff
294461,Siddarth,Rosiles,1985-11-18,9999-01-01,Senior Engineer
294527,Ashish,Candan,1992-02-02,9999-01-01,Senior Staff
294652,Hironobu,Brodie,1993-09-17,9999-01-01,Senior Engineer
294791,Vesna,Lammel,1999-10-08,9999-01-01,Assistant Engineer
294857,Caolyn,Ozeri,1993-07-29,9999-01-01,Senior Engineer
294996,Tomoyuki,Vigier,1991-07-08,2000-03-08,Senior Staff
295030,Fun,Keirsey,1985-07-09,9999-01-01,Senior Staff
295236,Kauko,Fujisawa,1992-09-12,9999-01-01,Senior Engineer
295254,Xuejun,Pfau,1993-07-24,9999-01-01,Senior Staff
295255,Jacopo,Bellone,1988-03-13,9999-01-01,Technique Leader
295262,Moon,Pews,1994-08-06,9999-01-01,Assistant Engineer
295268,Eben,Calkin,2001-12-19,9999-01-01,Senior Staff
295278,Val,Barvinok,2000-01-02,9999-01-01,Senior Engineer
295411,Chiranjit,Serot,1997-04-04,9999-01-01,Staff
295476,Shawna,Chiodo,1999-01-22,1999-04-05,Engineer
295857,Kankanahalli,Ciolek,1998-12-26,9999-01-01,Senior Staff
296062,Shaz,Driscoll,1998-10-03,9999-01-01,Staff
296303,Mariangiola,Heyers,1992-08-04,9999-01-01,Technique Leader
296428,Charmane,Simmen,1997-03-07,9999-01-01,Senior Staff
296610,Pranav,Berztiss,1990-10-06,1996-09-09,Senior Engineer
296621,Bokyung,Plump,1986-07-05,1989-04-27,Technique Leader
296664,Dipayan,Geffroy,1987-09-17,9999-01-01,Senior Engineer
296687,Palash,Spieker,1996-05-10,9999-01-01,Senior Staff
296718,Kamakshi,Bahl,1987-12-22,9999-01-01,Senior Engineer
296962,Wilmer,Luke,1987-02-13,1999-02-15,Technique Leader
297008,Boutros,Awdeh,1985-11-07,1988-07-11,Staff
297232,Lokesh,Saoudi,1999-05-25,9999-01-01,Senior Staff
297243,Tesuya,Mansanne,1993-10-08,1997-06-01,Senior Staff
297431,Cathie,Ratnakar,1996-06-23,9999-01-01,Senior Staff
297474,Irena,Terkki,1998-03-11,9999-01-01,Staff
297804,Vasilis,Ginneken,1985-09-13,1990-04-08,Engineer
297905,Marc,Bahl,1997-06-18,9999-01-01,Assistant Engineer
297954,Sailaja,Fujisaki,1995-07-24,9999-01-01,Assistant Engineer
298339,King,Benzmuller,1995-09-04,9999-01-01,Senior Engineer
298479,Kamakshi,Badache,1996-06-11,1999-03-11,Staff
298577,Florina,Litecky,1994-12-02,9999-01-01,Senior Staff
298953,Zita,Syang,1998-12-29,9999-01-01,Staff
299346,Fumitake,Sichman,1991-02-21,9999-01-01,Senior Staff
299580,Luisa,Itzfeldt,1997-01-23,9999-01-01,Engineer
299718,Denny,Shobatake,2002-06-22,9999-01-01,Senior Staff
299737,Patricio,Itzfeldt,1994-05-21,9999-01-01,Senior Staff
400046,Hilari,Christ,1991-01-19,9999-01-01,Senior Staff
400344,Yishai,Sessa,1996-08-21,2000-09-30,Engineer
400358,Angus,Jullig,1997-04-13,9999-01-01,Senior Engineer
400683,Kamakshi,Manders,1995-08-05,9999-01-01,Staff
400780,Poornachandra,Asser,1993-11-07,9999-01-01,Engineer
400796,Bodo,Halevi,1996-05-30,9999-01-01,Engineer
401154,Danae,Kragelund,1993-05-19,9999-01-01,Senior Staff
401278,Oguz,Schurmann,1995-11-11,9999-01-01,Engineer
401333,Martins,Shokrollahi,1991-11-04,9999-01-01,Senior Engineer
401364,Pranay,Kambil,1999-07-30,2002-04-06,Senior Staff
401420,Florian,Uhrig,1987-01-31,9999-01-01,Senior Staff
401574,Yannik,Falco,1988-01-15,9999-01-01,Technique Leader
402025,Shigehito,Duclos,1992-09-19,9999-01-01,Senior Engineer
402102,Kersti,Granlund,1995-03-19,9999-01-01,Engineer
402223,Fai,Breugel,1995-02-27,1999-10-08,Staff
402664,Subhada,Janetzko,1987-01-25,9999-01-01,Senior Engineer
402718,Jeanna,Rettelbach,1996-02-14,9999-01-01,Senior Engineer
402827,Weidon,Pollacia,1996-02-27,9999-01-01,Senior Staff
403010,Toshimitsu,Sluis,1985-02-18,9999-01-01,Senior Engineer
403237,Muneo,Gunderson,1992-12-08,1993-09-19,Senior Engineer
403455,Marko,Velardi,1997-11-22,2001-08-27,Senior Engineer
403621,Deborah,Kaminger,1997-06-04,9999-01-01,Senior Staff
403644,Krisda,Hainaut,2000-07-07,9999-01-01,Senior Staff
403954,Jeanna,Bratten,1997-07-26,9999-01-01,Senior Engineer
404018,Valery,Babb,1998-10-19,9999-01-01,Senior Engineer
404236,Zengping,Kakkar,1996-07-22,9999-01-01,Senior Engineer
404462,Anestis,Setlzner,1991-07-13,9999-01-01,Senior Engineer
404573,Eberhardt,Spelt,1997-07-05,9999-01-01,Staff
404755,Manu,Junet,1996-04-19,9999-01-01,Senior Staff
404788,Basem,Beausoleil,1998-03-16,9999-01-01,Engineer
404879,Jeanne,Kaminger,1987-07-21,1991-04-21,Engineer
405015,Morris,Fargier,1996-06-29,9999-01-01,Senior Staff
405063,Yechezkel,Yurov,1998-11-30,9999-01-01,Senior Engineer
405372,Masami,Merro,1996-09-23,1999-08-31,Senior Staff
406125,Georgi,Portugali,1987-09-27,9999-01-01,Technique Leader
406239,Marek,Tomescu,2002-05-15,9999-01-01,Senior Engineer
406249,Naraig,Snyers,1986-12-03,1992-05-19,Senior Engineer
406299,Kitty,Kolvik,1991-10-07,1995-04-29,Engineer
406537,Martien,Ranum,1993-03-15,1999-05-18,Senior Engineer
406564,Parviz,Picco,1995-04-16,9999-01-01,Engineer
406714,Malu,Ossenbruggen,1994-11-21,9999-01-01,Senior Staff
406847,Alexius,Crouzet,1999-10-05,9999-01-01,Staff
407522,Tommaso,Raczkowsky,1996-08-29,9999-01-01,Staff
407837,Fei,Erez,1991-10-15,9999-01-01,Senior Engineer
408019,Shridhar,Chleq,1996-03-21,9999-01-01,Senior Engineer
408114,Geoffrey,Ladret,1994-01-03,9999-01-01,Engineer
408163,Irene,Sethi,1996-09-06,9999-01-01,Senior Engineer
408417,Tsz,Daescu,1994-01-29,9999-01-01,Staff
408435,Bikash,Vilarrasa,1999-03-26,2000-12-29,Staff
408437,Uno,Solares,1999-09-22,9999-01-01,Senior Staff
408447,Mayuri,Werthner,1999-08-19,9999-01-01,Senior Staff
408654,Yongqiao,Cochrane,1991-10-27,9999-01-01,Senior Staff
408953,Jolita,Claffy,1993-12-24,9999-01-01,Senior Engineer
409112,Sahrah,Mitchem,2000-03-27,2002-05-18,Senior Staff
409391,Willard,Verspoor,1999-02-28,9999-01-01,Engineer
409712,Etsuo,Andreotta,2000-03-28,2000-06-23,Senior Engineer
409798,Dekang,Tsunoo,1995-01-19,9999-01-01,Technique Leader
409805,Frazer,Candan,1999-03-05,9999-01-01,Senior Engineer
409898,Divier,Ishibashi,1994-09-22,9999-01-01,Senior Engineer
410028,Xiadong,McClurg,1994-09-17,9999-01-01,Senior Staff
410372,Duri,Mitina,1995-03-04,9999-01-01,Senior Engineer
410433,Kazuhisa,Riesenhuber,1992-10-06,9999-01-01,Senior Engineer
410592,Tonia,Shigei,1993-03-13,1997-01-12,Staff
410616,Gudjon,Kalorkoti,1999-04-14,9999-01-01,Senior Engineer
410703,Kitty,Halloran,1997-11-20,2002-01-18,Staff
410804,Ronnie,Denos,1997-06-08,9999-01-01,Senior Engineer
410881,Koichi,Grabner,1990-04-24,9999-01-01,Senior Engineer
411070,Otmar,Brandsma,1992-05-27,9999-01-01,Senior Engineer
411082,Martine,Cangellaris,1998-04-28,9999-01-01,Senior Engineer
411143,Goncalo,Barbanera,1996-09-01,9999-01-01,Senior Staff
411727,Weiwu,Lamma,1997-11-05,2000-11-26,Staff
411906,Anneli,Pappas,1998-07-04,1998-09-19,Engineer
412315,Geoff,Peck,1999-01-08,1999-03-26,Staff
412404,Mitsuyuki,Jeansoulin,1999-10-28,9999-01-01,Senior Engineer
412757,Leen,Peak,1999-11-20,9999-01-01,Engineer
413098,Hsiangchu,Taubenfeld,1999-04-17,9999-01-01,Senior Staff
413205,Mototsugu,Prampolini,1988-06-12,9999-01-01,Senior Staff
413554,Elvia,Schwartzburd,1991-10-16,1995-08-25,Engineer
413666,Remco,Duclos,1996-04-18,9999-01-01,Senior Staff
413729,Harjit,Ernst,1992-04-26,9999-01-01,Technique Leader
413831,Mohamadou,Grabner,1998-11-25,9999-01-01,Senior Staff
413832,Marco,Jahnichen,1995-03-28,9999-01-01,Senior Staff
414027,Tadanori,Msuda,1997-11-06,9999-01-01,Senior Engineer
414091,Wuxu,Kuhnemann,1997-08-19,9999-01-01,Engineer
414461,Somnath,Bierbaum,1996-12-05,2000-12-22,Senior Staff
414543,Bernd,Anick,1988-11-19,9999-01-01,Senior Engineer
414551,Elliott,Copas,1999-09-13,9999-01-01,Senior Engineer
414662,Ipke,Schneeberger,1994-09-20,9999-01-01,Senior Engineer
414714,Chinho,Delgrande,1996-11-07,9999-01-01,Senior Staff
414808,Aris,Sambasivam,1993-02-20,1998-05-20,Senior Engineer
414814,Dayanand,Wielonsky,1999-02-15,9999-01-01,Staff
414897,Juyoung,Willoner,1994-11-03,9999-01-01,Senior Staff
414922,Prasadram,Piazza,1992-06-04,1997-11-04,Senior Engineer
415187,Juyoung,Peltason,1998-09-01,9999-01-01,Assistant Engineer
415234,Ewing,Baak,1993-10-05,1993-10-19,Engineer
415338,Shigeo,Emmart,1995-12-24,9999-01-01,Assistant Engineer
415363,Conal,Shackell,1993-01-25,9999-01-01,Senior Staff
415563,Mrinalini,Bierbaum,1994-03-12,9999-01-01,Senior Engineer
416074,Alain,Lieberherr,1996-05-10,9999-01-01,Senior Engineer
416383,Nectarios,Itschner,1996-03-01,9999-01-01,Senior Engineer
416420,Adamantios,Heemskerk,1986-08-08,9999-01-01,Senior Staff
416455,Laurentiu,Morton,1998-12-21,1999-12-23,Engineer
416492,Kannan,Meriste,1992-08-12,9999-01-01,Senior Engineer
416660,Nathalie,Luke,1997-09-15,9999-01-01,Senior Engineer
416720,Tokuyasu,Xiaoshan,1998-09-19,9999-01-01,Senior Engineer
416877,Gio,Orsini,1993-12-07,9999-01-01,Senior Staff
416892,Shooichi,Vandervoorde,1996-08-16,9999-01-01,Engineer
417128,Valeska,Rosenbaum,1994-05-18,1997-01-13,Senior Engineer
417435,Bouchung,Zaumen,1999-01-29,9999-01-01,Senior Staff
418239,Josyula,Motley,1992-09-05,9999-01-01,Senior Engineer
418247,Oscar,Oppitz,2001-06-29,9999-01-01,Senior Staff
418298,Arvin,Pusterhofer,2002-03-02,9999-01-01,Senior Engineer
418309,Danel,Petereit,1994-02-21,9999-01-01,Senior Engineer
418380,Kazuhiko,Gornas,1993-05-20,9999-01-01,Senior Engineer
418566,Kazuhide,Snedden,1996-06-14,9999-01-01,Senior Engineer
418606,Michaela,Otillio,1994-01-05,9999-01-01,Engineer
418689,Gino,Uehara,1988-02-17,1991-04-09,Senior Staff
418717,Arunachalam,Magliocco,1992-12-22,9999-01-01,Senior Staff
418860,Ymte,Dalton,1997-11-22,9999-01-01,Senior Staff
419099,Heon,Broomell,1998-05-06,9999-01-01,Staff
419388,Nikolaos,Bamford,1991-02-25,1997-09-23,Senior Engineer
419953,Ung,Orlowski,1998-07-22,9999-01-01,Senior Staff
420086,Susuma,Kitsuregawa,1993-05-28,9999-01-01,Senior Engineer
420476,Mariangiola,Bolsens,1994-06-15,9999-01-01,Senior Staff
420557,Mabhin,Eastman,1994-08-02,9999-01-01,Senior Staff
420599,Hidde,Riexinger,1995-11-18,1996-08-20,Senior Engineer
420681,Atilio,Rajala,1999-12-01,2001-07-27,Technique Leader
420694,Frazer,Barbanera,1991-11-04,9999-01-01,Senior Staff
420732,Willard,Morrin,2001-05-27,9999-01-01,Senior Staff
420759,Raimond,Solovay,1997-10-03,9999-01-01,Staff
420765,Shawna,Krider,1997-03-09,9999-01-01,Senior Staff
420877,Khosrow,Erez,1996-02-11,9999-01-01,Senior Staff
420921,Niranjan,Lamba,1997-11-16,1998-10-10,Staff
421022,Shigeaki,Butner,1996-07-13,9999-01-01,Senior Staff
421033,Garnik,Randt,1994-12-23,9999-01-01,Senior Staff
421039,Aemilian,Zedlitz,1988-12-23,1993-07-16,Engineer
421074,Zhaofang,Falster,1999-06-29,9999-01-01,Senior Staff
421312,Mariangiola,Bashian,1999-09-18,9999-01-01,Engineer
421384,Renny,Bednarek,1995-06-01,9999-01-01,Senior Staff
421755,Shichao,Thiria,2001-01-10,9999-01-01,Senior Engineer
422146,Kenton,Miara,1999-05-14,9999-01-01,Engineer
422263,Abdulah,Remmele,1992-09-24,1996-07-21,Staff
422450,Junichi,Rubsam,1988-10-30,1994-03-11,Senior Engineer
422783,Jagoda,Uhrig,1995-09-01,9999-01-01,Engineer
423038,Takushi,Strehl,1988-10-04,9999-01-01,Senior Staff
423204,Uma,Stranks,1996-09-12,9999-01-01,Senior Staff
423208,Joydip,Krone,1995-02-08,9999-01-01,Engineer
423214,Tsutomu,Tetzlaff,1993-09-23,9999-01-01,Senior Staff
423327,Constantijn,Lichtman,2001-06-26,9999-01-01,Senior Staff
423350,Heping,Monarch,1993-04-15,9999-01-01,Senior Staff
423516,Wojceich,Butterworth,1996-08-29,2001-10-05,Senior Engineer
423633,Mariusz,Tokunaga,1985-02-11,9999-01-01,Senior Engineer
423993,Seshu,Kolvik,1988-12-09,9999-01-01,Technique Leader
424569,Danco,Luff,1997-10-30,9999-01-01,Engineer
424584,Kagan,Dredge,2000-02-26,9999-01-01,Senior Engineer
424685,Changho,Veevers,1997-03-03,9999-01-01,Senior Staff
424714,Nathan,Vendrig,1990-08-20,1997-03-22,Engineer
424797,Theron,Itschner,1993-05-16,9999-01-01,Senior Staff
424805,Jacqueline,Zallocco,1994-12-17,9999-01-01,Senior Staff
424845,Salvador,Peres,1995-04-24,1996-11-17,Staff
424930,Xuejun,Reeker,1997-11-18,9999-01-01,Senior Staff
424984,Vasilis,Waleschkowski,1996-05-26,9999-01-01,Engineer
425437,Moni,Staudhammer,1999-03-23,9999-01-01,Engineer
425535,Alagu,Vieri,1992-08-22,9999-01-01,Senior Staff
425540,Paddy,Zumaque,1995-11-12,9999-01-01,Senior Staff
425757,Yongdong,Jiang,1990-10-13,9999-01-01,Senior Staff
425780,Paris,Range,1997-10-25,9999-01-01,Senior Staff
425830,Guther,Conia,1999-02-13,9999-01-01,Engineer
425875,Jahangir,Kroft,1995-06-11,9999-01-01,Senior Staff
426153,Shahaf,Luce,1999-04-06,9999-01-01,Senior Staff
426168,Kaijung,Mateescu,1992-11-17,9999-01-01,Senior Staff
426228,Supot,Badache,1996-08-17,9999-01-01,Engineer
426235,Danco,Rajala,1996-03-28,9999-01-01,Senior Staff
426611,Serap,Bahi,1986-05-15,1990-05-04,Engineer
426644,Zejun,Broomell,2002-01-19,9999-01-01,Senior Engineer
426683,Xudong,Muntz,1991-03-08,1996-04-02,Engineer
426706,Karsten,Kawashima,1999-03-15,9999-01-01,Senior Engineer
426795,Huican,Lunn,1991-07-23,9999-01-01,Senior Staff
426818,Gaurav,Fendler,1997-02-14,9999-01-01,Senior Staff
426819,Sandeepan,Kulisch,1997-05-16,9999-01-01,Engineer
426824,Gopalakrishnan,Mawatari,1993-10-29,9999-01-01,Senior Staff
426958,Weijing,Viele,1993-10-03,9999-01-01,Senior Engineer
427313,Utpal,Kemmerer,1991-12-04,9999-01-01,Senior Staff
427320,Mamdouh,Ramamoorthy,2000-01-13,9999-01-01,Senior Engineer
427332,Feiyu,Hemaspaandra,1995-06-04,9999-01-01,Staff
427571,Torsten,Ranta,1996-12-10,9999-01-01,Senior Engineer
427659,Mariusz,Ritcey,1987-03-16,1991-07-01,Engineer
427776,Jaques,Navazio,1998-04-03,9999-01-01,Senior Staff
427805,Haldun,Compeau,1997-10-15,9999-01-01,Senior Staff
427823,Jaques,Gecsei,1999-07-13,9999-01-01,Staff
427852,Adil,Kieras,1992-07-20,9999-01-01,Senior Engineer
428082,Ronghao,Alpin,2000-09-10,9999-01-01,Senior Staff
428160,Jamaludin,Kalorkoti,2001-07-14,9999-01-01,Senior Staff
428195,Hatsukazu,Rosca,1991-10-13,9999-01-01,Senior Staff
428219,Ghassan,Androutsos,1993-12-25,9999-01-01,Senior Staff
428235,Chenyi,Demian,1988-06-29,2000-03-18,Senior Engineer
428294,Nimmagadda,Kusakari,1992-09-29,1998-05-14,Engineer
428917,Theron,Billawala,2001-02-16,9999-01-01,Senior Engineer
429040,Bader,Detkin,1993-10-24,1999-07-31,Staff
429087,Hugh,Senzako,1992-10-15,9999-01-01,Technique Leader
429231,Kazuyasu,Schmiedel,1991-09-07,9999-01-01,Senior Staff
429238,Mona,Luck,1989-05-11,9999-01-01,Senior Staff
429249,Alassane,Wolniewicz,1993-10-06,9999-01-01,Senior Engineer
429316,Seshu,Hiraishi,2001-08-10,9999-01-01,Senior Staff
429381,Limsoon,Roohalamini,1992-11-25,9999-01-01,Senior Staff
429419,Adas,Chinen,1998-01-04,2002-05-15,Senior Staff
429481,Subhada,Emmerich,1996-03-06,9999-01-01,Engineer
429520,Yongqiao,Francisci,1999-12-01,9999-01-01,Engineer
429532,Bartek,Vendrig,1996-11-11,9999-01-01,Senior Staff
429553,Tadanori,Fujisawa,1999-08-07,2000-07-04,Technique Leader
429569,Fumiya,Chappelet,1999-09-04,9999-01-01,Engineer
429703,Ung,Honglei,1993-09-02,9999-01-01,Senior Staff
429756,Jiann,Hofmeyr,1992-02-03,1997-10-23,Staff
429899,Ranan,Marsiglia,1999-08-13,9999-01-01,Staff
429954,Renny,Gladwell,1999-02-27,9999-01-01,Staff
430054,Erzsebet,Setiz,1998-06-10,9999-01-01,Senior Engineer
430558,Xiong,Roisin,1995-03-02,9999-01-01,Senior Engineer
430593,Janalee,Lanzelotte,1997-12-01,9999-01-01,Senior Staff
430631,Kersti,Marsiglia,1994-02-19,9999-01-01,Engineer
430891,Khalil,Gien,1991-08-06,9999-01-01,Senior Engineer
430981,Amabile,Koyama,1990-07-25,1993-05-14,Senior Staff
431353,Bedir,Reeken,1991-02-17,1998-10-25,Senior Staff
431576,Masamitsu,Back,1994-03-25,9999-01-01,Senior Staff
431657,Visit,Thiran,1991-11-14,9999-01-01,Senior Engineer
431759,Alassane,Ramsay,1987-11-05,1989-04-12,Engineer
431882,Hideo,Varman,1997-06-19,9999-01-01,Engineer
431887,Poorav,Ranst,1996-06-01,9999-01-01,Senior Engineer
432031,Adamantios,Matzat,1993-02-28,9999-01-01,Senior Staff
432034,Arfst,Uehara,1993-11-15,9999-01-01,Senior Staff
432089,Irena,Gulla,1989-12-30,2002-01-11,Senior Engineer
432121,Alair,Straney,1992-11-14,9999-01-01,Senior Staff
432257,Kwangjo,Hiltgen,1998-12-22,9999-01-01,Engineer
432261,Arve,Bergere,1994-07-28,9999-01-01,Senior Engineer
432399,Nitsan,Nollmann,1996-09-09,9999-01-01,Senior Engineer
432523,Takahiro,Maquelin,1997-07-21,9999-01-01,Engineer
432665,Flemming,Driscoll,1999-06-28,9999-01-01,Senior Engineer
432787,Toshiko,Ibel,1996-11-23,9999-01-01,Senior Engineer
432890,Nalini,Perly,1999-03-07,2001-01-15,Senior Engineer
432956,Qunsheng,Birrer,1994-05-13,9999-01-01,Senior Staff
433059,Bojan,Montresor,1995-02-04,9999-01-01,Staff
433157,Tomofumi,Serna,1999-10-23,9999-01-01,Staff
433260,Make,Olivero,1998-06-01,9999-01-01,Engineer
433438,Keiichiro,Miyakawa,2000-09-12,9999-01-01,Senior Staff
433465,Wonhee,Benveniste,1985-12-21,1987-03-23,Senior Staff
433640,Monique,Baer,1987-12-12,1996-02-13,Senior Staff
434384,Greger,Babb,1995-11-06,2002-01-18,Senior Staff
434845,Takushi,Skogmar,1991-06-07,9999-01-01,Senior Staff
434936,Sahrah,Rosis,2000-06-23,9999-01-01,Senior Engineer
435026,Shim,Versino,1986-08-20,1997-11-20,Senior Engineer
435042,Brigham,Borstler,1995-10-09,9999-01-01,Staff
435060,Moie,Lieblein,1996-07-12,9999-01-01,Staff
435181,Kazuhide,Fiutem,1998-05-10,9999-01-01,Senior Staff
435226,Yinghua,Panwar,1994-06-11,1996-02-26,Senior Staff
435289,Feixiong,Schurmann,1993-02-14,9999-01-01,Senior Staff
435305,Berthier,Pramanik,1999-01-23,9999-01-01,Senior Staff
435357,Jaques,Standera,1997-10-02,1998-03-11,Engineer
435370,Conal,Basart,1991-05-17,9999-01-01,Senior Staff
435588,Genta,Pepe,2002-04-12,9999-01-01,Senior Staff
435602,Dietrich,Kranzdorf,2001-10-04,9999-01-01,Senior Staff
435664,Sham,Chiodo,1997-07-28,2000-06-16,Senior Engineer
435774,Olivera,Bharadwaj,2001-04-01,9999-01-01,Senior Staff
435791,Hercules,Speer,1999-03-07,9999-01-01,Senior Engineer
436558,Subir,Greibach,1992-05-24,9999-01-01,Senior Engineer
436797,Ohad,Henders,1996-11-02,9999-01-01,Senior Staff
436827,Wojceich,Limongiello,1988-03-10,9999-01-01,Senior Staff
436915,Feixiong,Haraldson,1998-10-11,9999-01-01,Staff
437276,Dines,DeMori,1994-12-07,9999-01-01,Senior Staff
437369,Kazuhide,Biran,1995-01-25,9999-01-01,Senior Staff
437395,Sumant,Thambidurai,2000-01-02,9999-01-01,Senior Staff
437724,Erez,Luft,1994-12-14,9999-01-01,Staff
437870,Kerhong,Lorho,1995-06-18,9999-01-01,Staff
438038,Lena,Giaccio,1999-03-17,9999-01-01,Senior Staff
438158,Shaw,Varman,1994-12-16,1999-05-13,Senior Engineer
438264,Rasikan,Barreiro,2000-09-26,9999-01-01,Senior Staff
438557,Lidong,Swist,1999-09-16,9999-01-01,Engineer
438723,Charlene,Verspoor,2000-03-16,2001-11-13,Engineer
439377,Mari,Plessier,1997-07-04,9999-01-01,Senior Engineer
439905,Kousuke,Levasseur,1996-03-15,9999-01-01,Senior Staff
439924,Gunilla,Kisuki,2000-08-13,9999-01-01,Senior Staff
440325,Douadi,Sullins,1999-09-25,9999-01-01,Senior Staff
440435,Sandeepan,Rosti,1991-11-26,9999-01-01,Senior Engineer
440450,Tzvetan,Scharstein,1999-06-16,9999-01-01,Senior Staff
440642,Snehasis,Kalsbeek,1997-01-05,9999-01-01,Senior Staff
440870,Filipp,Hasham,1999-07-11,9999-01-01,Senior Staff
440937,Fabrizio,Usery,1999-10-14,9999-01-01,Senior Staff
440997,Manton,Schapiro,1991-03-26,2001-01-31,Senior Staff
441197,Miquel,Legleitner,1993-06-28,9999-01-01,Senior Staff
441536,Chinho,Collette,1990-08-07,9999-01-01,Senior Engineer
441651,Aimee,Billawala,1989-02-20,1995-08-24,Engineer
441954,Leszek,Marchegay,1999-06-13,9999-01-01,Engineer
441965,Claudi,Heijenga,1994-08-30,9999-01-01,Senior Staff
442002,Ravishankar,Baig,2000-03-17,9999-01-01,Senior Staff
442096,Martijn,DiGiano,1990-06-15,9999-01-01,Senior Engineer
442312,Zengping,Cusworth,1997-06-06,9999-01-01,Senior Engineer
442490,Navid,Luke,1994-10-17,9999-01-01,Engineer
442653,Mona,Hebden,1995-10-20,9999-01-01,Engineer
442700,Siddarth,Masada,1997-08-11,9999-01-01,Staff
442704,Terresa,Milicia,1993-05-24,1997-11-21,Engineer
442898,Aksel,Gire,1999-06-27,9999-01-01,Engineer
443108,Christfried,Atrawala,1990-07-13,9999-01-01,Senior Staff
443339,Shir,Krone,1996-10-02,1998-09-07,Staff
443485,Marke,Klerer,1990-04-14,9999-01-01,Senior Staff
443632,Bernd,Conia,1999-11-25,2002-04-25,Staff
443841,Shaw,Kading,2000-07-16,9999-01-01,Senior Staff
443873,Vatsa,Ramsay,2002-02-04,9999-01-01,Senior Staff
444070,Heping,Skrikant,1999-11-27,9999-01-01,Senior Staff
444099,Kousuke,Worfolk,1997-03-22,9999-01-01,Senior Staff
444208,Irena,Cesareni,1985-10-30,9999-01-01,Senior Staff
444228,Xinglin,Busillo,1998-10-08,1999-06-11,Senior Engineer
444465,Prasadram,Bultermann,1997-08-29,9999-01-01,Senior Engineer
444487,Udi,Rullman,1994-04-09,9999-01-01,Senior Engineer
444643,Berna,Schonegge,1998-06-28,9999-01-01,Staff
445067,Eldridge,Kawashima,1997-02-27,9999-01-01,Senior Engineer
445152,Heping,Peac,1992-03-20,9999-01-01,Senior Staff
445201,Randi,Alblas,1992-05-02,2000-01-27,Staff
445226,Oscar,Baumann,1996-01-22,9999-01-01,Senior Engineer
445456,Apostol,Gruenwald,1998-08-04,2000-03-18,Engineer
445514,Tuval,Albarhamtoshy,1990-09-24,1999-10-28,Technique Leader
445570,Van,Nations,1986-08-11,9999-01-01,Technique Leader
445723,Gaurav,Roison,1995-10-22,9999-01-01,Senior Staff
445941,Masako,Dechter,1985-09-25,9999-01-01,Technique Leader
445950,Ebru,Valtorta,1997-12-09,9999-01-01,Senior Engineer
446121,Fay,Cochrane,1999-12-13,9999-01-01,Staff
446306,Hercules,Kabayashi,1991-06-10,9999-01-01,Senior Engineer
446424,DAIDA,Nooteboom,1992-11-24,9999-01-01,Senior Engineer
446785,Yuping,Papastamatiou,1988-08-30,1992-01-16,Engineer
446897,Takahiro,Dalton,1992-09-30,9999-01-01,Technique Leader
446959,Aram,Passino,1995-01-28,9999-01-01,Senior Engineer
